173	叫（动）	呌	jiào	llamar; ser llamado	call; be called		叫	TRUE	
174	教学楼	教學樓	jiào xué lóu	edificio de enseñanza	teaching building		教学楼	FALSE	
175	介绍	介紹	jièshào	introducir	introduce		介绍	FALSE	
176	今年	今年	jīn nián	este año	this year		今年	FALSE	
177	姐姐	姐姐	jiějie	hermana mayor	elder sister		姐姐	FALSE	
178	今天	今天	jīntiān	hoy	Today		今天	FALSE	
179	进	進	jìn	ingresar	enter		进	FALSE	
180	进来	進來	jìn lái	adelante	come in		进来	FALSE	
181	进去	進去	jìn qù	entra	go in		进去	FALSE	
182	就	就	jiù	tan pronto como; de inmediato; entonces	as soon as; right away; then		就	FALSE	
183	觉得	覺得	juéde	pensar	Think		觉得	FALSE	
184	九	九	jiǔ	nueve	Nine		九	FALSE	
185	开	開	kāi	abierto	open		开	FALSE	
186	开车	開車	kāi chē	conducir; andar en coche	drive; drive a car		开车	FALSE	
187	开会	開會	kāi huì	tener una reunión	have a meeting		开会	FALSE	
188	开玩笑	開玩笑	kāiwánxiào	burlarse de	Make fun of		开玩笑	FALSE	
189	看	看	kàn	(kān) cuidar de; mantener bajo vigilancia (kàn) ver	(kān) take care of; keep under surveillance (kàn) see		看	TRUE	
190	看病	看病	kàn bìng	ver un doctor	see a doctor		看病	FALSE	
191	看到	看到	kàn dào	ver	see		看到	FALSE	
192	考	考	kǎo	prueba; examinar	test; examine		考	FALSE	
193	看见	看見	kànjiàn	vidente	seeing		看见	FALSE	
194	考试	考試	kǎoshì	examen	Examination		考试	FALSE	
195	渴	渴	kě	sediento	thirsty		渴	FALSE	
196	课	課	kè	curso	course		课	FALSE	
197	课本	課本	kè běn	libro de texto	textbook		课本	FALSE	
198	课文	課文	kè wén	texto	text		课文	FALSE	
199	口	口	kǒu	boca	mouth		口	FALSE	
200	块	塊	kuài	bloquear	block		块	FALSE	
201	快	快	kuài	rápido	fast		快	FALSE	
202	来	來	lái	venir	come		来	FALSE	
203	来到	來到	lái dào	venir; llegar	come; arrive		来到	FALSE	
204	老（形）	老	lǎo	viejo; envejecido; siempre; constantemente	old; aged; always; constantly		老	TRUE	
205	老人	老人	lǎo rén	las personas de edad; los ancianos	old people; the aged		老人	FALSE	
206	老师	老師	lǎoshī	maestro	Teacher		老师	FALSE	
207	了	瞭	le	marcador en tiempo pasado	past tense marker		了	TRUE	
208	累	纍	lèi	cansado	tired		累	FALSE	
209	冷	冷	lěng	frío	cold		冷	FALSE	
210	里	里	lǐ	en	in		里	FALSE	
211	里边	裡邊	lǐ biān	adentro	inside		里边	FALSE	
212	两（数）	兩	liǎng	dos; una unidad de peso (= 50 gramos)	two; a unit of weight (=50 grams)		两	TRUE	
213	零	零	líng	cero	zero		零	FALSE	
214	六	六	liù	seis	Six		六	FALSE	
215	楼	樓	lóu	piso	floor		楼	FALSE	
216	楼上	樓上	lóu shàng	piso superior	upstairs		楼上	FALSE	
217	楼下	樓下	lóu xià	abajo	downstairs		楼下	FALSE	
218	路口	路口	lù kǒu	intersección; cruce	intersection; crossing		路口	FALSE	
219	路上	路上	lù shàng	en la carretera	on the road		路上	FALSE	
220	妈妈	媽媽	māma	madre	mother		妈妈	FALSE	
221	马路	馬路	mǎ lù	camino; calle	road; street		马路	FALSE	
222	路	路	lù	camino	road		路	FALSE	
223	马上	馬上	mǎshàng	inmediatamente	Right off		马上	FALSE	
224	买	買	mǎi	comprar	buy		买	FALSE	
225	吗	嗎	ma	palabra auxiliar	auxiliary word		吗	FALSE	
226	慢	慢	màn	lento	slow		慢	FALSE	
227	忙	忙	máng	ocupado	busy		忙	FALSE	
228	毛（量）	毛	máo	una unidad fraccional de dinero en china; cabello; pelo	a fractional unit of money in China; hair; fur		毛	TRUE	
229	没	沒	méi	no	no		没	FALSE	
230	没关系	沒關係	méiguānxi	ningún problema	No problem		没关系	FALSE	
231	没什么	沒甚麼	méi shén me	no es nada	It’s nothing		没什么	FALSE	
232	没有	沒有	méi yǒu	no tengo; no	have not; no		没有	FALSE	
233	没事儿	沒事兒	méi shìr	está bien	It’s okay		没事儿	FALSE	
234	妹妹	妹妹	mèimei	hermana menor	younger sister		妹妹	FALSE	
235	门	門	mén	puerta	door		门	FALSE	
236	门口	門口	mén kǒu	puerta	doorway		门口	FALSE	
237	门票	門票	mén piào	entradas	tickets		门票	FALSE	
238	米饭	米飯	mǐfàn	arroz al vapor	Steamed Rice		米饭	FALSE	
239	们（朋友们）	們	men （ péng yǒu men ）	marcador plural para pronombres y algunos sustantivos animados (amigos)	plural marker for pronouns and a few animate nouns (friends)		们	FALSE	
240	面包	麵包	miànbāo	pan	Bread		面包	FALSE	
241	面条儿	麵條兒	miàn tiáor	fideos	noodles		面条儿	FALSE	
242	名字	名字	míngzi	nombre	Name		名字	FALSE	
243	明白	明白	míngbai	claro	clear		明白	FALSE	
244	明年	明年	míng nián	el próximo año	next year		明年	FALSE	
245	明天	明天	míngtiān	mañana	Tomorrow		明天	FALSE	
246	哪	哪	nǎ	cual	which		哪	TRUE	
247	哪里	哪裡	nǎ lǐ	dónde	where		哪里	FALSE	
248	哪儿	哪兒	nǎr	dónde	where		哪儿	FALSE	
249	哪些	哪些	nǎ xiē	cual	which		哪些	FALSE	
250	拿	拿	ná	llevar	take		拿	FALSE	
251	那边	那邊	nà biān	allá	there		那边	FALSE	
252	那（代）	那	nà	entonces; en ese caso; eso	then; in that case; that		那	TRUE	
253	那里	那裡	nà lǐ	allá	there		那里	FALSE	
254	那些	那些	nà xiē	aquellos	those		那些	FALSE	
255	奶	嬭	nǎi	leche	milk		奶	FALSE	
256	那儿	那兒	nàr	allá	there		那儿	FALSE	
257	奶奶	奶奶	nǎinai	abuela	grandma		奶奶	FALSE	
258	男孩儿	男孩兒	nán háir	chico	boy		男孩儿	FALSE	
259	男朋友	男朋友	nán péng yǒu	novio	boyfriend		男朋友	FALSE	
260	男	男	nán	hombre	Man		男	FALSE	
261	男生	男生	nán shēng	chico	boy		男生	FALSE	
262	南	南	nán	sur	south		南	FALSE	
263	男人	男人	nán ren	hombre	man		男人	FALSE	
264	南边	南邊	nán biān	sur; lado sur	south; south side		南边	FALSE	
265	呢	呢	ne	palabra auxiliar	auxiliary word		呢	FALSE	
266	难	難	nán	difícil	hard, difficult		难	FALSE	
267	你	你	nǐ	tú	you		你	FALSE	
268	能	能	néng	poder	can		能	FALSE	
269	你们	你們	nǐ men	tú	you		你们	FALSE	
270	您	您	nín	tú	you		您	FALSE	
271	牛奶	牛奶	niúnǎi	leche	milk		牛奶	FALSE	
272	女	女	nǚ	mujer	woman		女	FALSE	
273	年	秊	nián	año	year		年	FALSE	
274	女孩儿	女孩兒	nǚ háir	chica	girl		女孩儿	FALSE	
275	女儿	女兒	nǚ’ér	hija	daughter		女儿	FALSE	
276	女生	女生	nǚ shēng	chica	girl		女生	FALSE	
277	女朋友	女朋友	nǚ péng yǒu	novia	girlfriend		女朋友	FALSE	
278	旁边	旁邊	pángbiān	lado	Side		旁边	FALSE	
279	跑	跑	pǎo	correr	run		跑	FALSE	
280	女人	女人	nǚ ren	mujer	woman		女人	FALSE	
281	朋友	朋友	péngyou	amigo	Friend		朋友	FALSE	
282	票	票	piào	boleto	ticket		票	FALSE	
283	七	七	qī	siete	Seven		七	FALSE	
284	起床	起床	qǐchuáng	levantarse	Get up		起床	FALSE	
285	起来	起來	qǐlái	levantarse	get up		起来	FALSE	
286	起	起	qǐ	levantarse; comenzar; elevar	get up; start; rise		起	FALSE	
287	汽车	汽車	qì chē	auto	car		汽车	FALSE	
288	前	前	qián	frente	front		前	FALSE	
289	前边	前邊	qián biān	al frente	in front		前边	FALSE	
290	钱	錢	qián	dinero	money		钱	FALSE	
291	钱包	錢包	qián bāo	billetera	wallet		钱包	FALSE	
292	请	請	qǐng	por favor	please		请	FALSE	
293	前天	前天	qián tiān	antier	the day before yesterday		前天	FALSE	
294	请假	請假	qǐngjià	pedir permiso	ask for leave		请假	FALSE	
295	请问	請問	qǐng wèn	disculpe	excuse me		请问	FALSE	
296	请进	請進	qǐng jìn	por favor entra	please come in		请进	FALSE	
297	请坐	請坐	qǐng zuò	por favor tome asiento	please have a seat		请坐	FALSE	
298	球	球	qiú	pelota	ball		球	FALSE	
299	去年	去年	qùnián	el año pasado	Last year		去年	FALSE	
300	热	熱	rè	calor	heat		热	FALSE	
301	人	人	rén	gente	people		人	FALSE	
302	认识	認識	rènshi	saber	know		认识	FALSE	
303	认真	認真	rènzhēn	serio	earnest		认真	FALSE	
304	去	去	qù	ir	go		去	FALSE	
305	日	日	rì	fecha	date		日	FALSE	
306	日期	日期	rìqī	fecha	Date		日期	FALSE	
307	肉	肉	ròu	carne	meat		肉	FALSE	
308	山	山	shān	montaña	mountain		山	FALSE	
309	商场	商場	shāng chǎng	centro comercial; centro comercial	mall; shopping mall		商场	FALSE	
310	上	上	shàng	superior	upper		上	FALSE	
311	三	三	sān	tres	Three		三	FALSE	
312	商店	商店	shāngdiàn	comercio	Shop		商店	FALSE	
313	上班	上班	shàngbān	ir al trabajo	go to work		上班	FALSE	
314	上车	上車	shàng chē	subirse	get on		上车	FALSE	
315	上课	上課	shàng kè	ir a clases; tener una clase	attend class; have a class		上课	FALSE	
316	上网	上網	shàngwǎng	navegar por internet	Surf the Internet		上网	FALSE	
317	上边	上邊	shàng biān	arriba; en	above; on		上边	FALSE	
318	上学	上學	shàng xué	ir al colegio	go to school		上学	FALSE	
319	上午	上午	shàngwǔ	mañana	morning		上午	FALSE	
320	少	少	shǎo	menos	less		少	FALSE	
321	上次	上次	shàng cì	ultima vez	last time		上次	FALSE	
322	身上	身上	shēn shàng	cuerpo; en el cuerpo de uno	body; on one’s body		身上	FALSE	
323	谁	誰	shéi	oms	who		谁	FALSE	
324	身体	身體	shēntǐ	cuerpo	body		身体	FALSE	
325	生病	生病	shēngbìng	caer enfermo	Fall ill		生病	FALSE	
326	生气	生氣	shēngqì	enfadarse	get angry		生气	FALSE	
327	十	十	shí	diez	Ten		十	FALSE	
328	时候	時候	shíhou	tiempo	time		时候	FALSE	
329	时间	時間	shíjiān	tiempo	time		时间	FALSE	
330	事	事	shì	cosa	thing		事	FALSE	
331	试	試	shì	intentar	try		试	FALSE	
332	生日	生日	shēngrì	cumpleaños	Birthday		生日	FALSE	
333	是不是	是不是	shì bú shì	¿no es así?	isn’t it?		是不是	FALSE	
334	是	昰	shì	sí	yes		是	FALSE	
335	手机	手機	shǒujī	teléfono móvil	Mobile phone		手机	FALSE	
336	手	手	shǒu	mano	hand		手	FALSE	
337	书包	書包	shū bāo	bolsa para la escuela	school bag		书包	FALSE	
338	书	書	shū	libro	book		书	FALSE	
339	书店	書店	shū diàn	librería	bookstore		书店	FALSE	
340	树	樹	shù	árbol	tree		树	FALSE	
341	水	水	shuǐ	agua	water		水	FALSE	
342	水果	水果	shuǐguǒ	frutas	Fruits		水果	FALSE	
343	睡	睡	shuì	dormir	sleep		睡	FALSE	
344	说	說	shuō	hablar	speak		说	FALSE	
345	说话	說話	shuōhuà	hablar	talk		说话	FALSE	
346	睡觉	睡覺	shuìjiào	dormir	sleep		睡觉	FALSE	
347	送	送	sòng	dar	give		送	FALSE	
348	四	四	sì	cuatro	Four		四	FALSE	
349	岁	歲	suì	año, edad	year, age		岁	FALSE	
350	他们	他們	tā men	ellos	they		他们	FALSE	
351	什么	什麼	shénme	qué	What		什么	FALSE	
352	她	她	tā	ella	she		她	FALSE	
353	她们	她們	tā men	ellos	they		她们	FALSE	
354	天	天	tiān	día	day		天	FALSE	
355	他	他	tā	él	he		他	FALSE	
356	太	太	tài	también	too		太	FALSE	
357	天气	天氣	tiānqì	clima	weather		天气	FALSE	
358	听到	聽到	tīng dào	escuchar	hear		听到	FALSE	
359	听见	聽見	tīng jiàn	escuchar	hear		听见	FALSE	
360	听写	聽寫	tīng xiě	dictado; dictar	dictation; dictate		听写	FALSE	
361	听	聽	tīng	escuchar	hear		听	FALSE	
362	图书馆	圖書館	túshūguǎn	biblioteca	Library		图书馆	FALSE	
363	外	外	wài	en el extranjero, afuera	abroad, outside		外	FALSE	
364	外边	外邊	wài biān	afuera	outside		外边	FALSE	
365	同学	同學	tóngxué	compañera de clases	Classmate		同学	FALSE	
366	外国	外國	wài guó	país extranjero	foreign country		外国	FALSE	
367	玩儿	玩兒	wánr	jugar	play		玩儿	FALSE	
368	晚	晚	wǎn	tarde	late		晚	FALSE	
369	晚饭	晚飯	wǎn fàn	cena	dinner		晚饭	FALSE	
370	晚上	晚上	wǎnshang	noche	Night		晚上	FALSE	
371	网上	網上	wǎng shàng	en línea	online		网上	FALSE	
372	网友	網友	wǎng yǒu	amigo net	net friend		网友	FALSE	
373	外语	外語	wài yǔ	idioma extranjero	foreign language		外语	FALSE	
374	忘记	忘記	wàngjì	olvidar	forget		忘记	FALSE	
375	忘	忘	wàng	olvidar	forget		忘	FALSE	
376	问	問	wèn	preguntar	ask		问	FALSE	
377	我们	我們	wǒmen	nosotros	We		我们	FALSE	
378	我	我	wǒ	i	I		我	FALSE	
379	五	五	wǔ	cinco	Five		五	FALSE	
380	午饭	午飯	wǔ fàn	almuerzo	lunch		午饭	FALSE	
381	西	西	xī	oeste	west		西	FALSE	
382	西边	西邊	xī biān	oeste; lado oeste	west; west side		西边	FALSE	
383	洗	洗	xǐ	lavar	wash		洗	FALSE	
384	洗手间	洗手間	xǐshǒujiān	baño	Restroom		洗手间	FALSE	
385	喜欢	喜歡	xǐhuan	como	like		喜欢	FALSE	
386	下（名、动）	下	xià	abajo; bajo; próximo; bajar; bajar	below; under; next; go down; get off		下	TRUE	
387	下班	下班	xià bān	salir del trabajo	get off work		下班	FALSE	
388	下边	下邊	xià biān	abajo; bajo	below; under		下边	FALSE	
389	下车	下車	xià chē	bajar	get off		下车	FALSE	
390	下次	下次	xià cì	la próxima vez	next time		下次	FALSE	
391	下课	下課	xià kè	clase de acabado	finish class		下课	FALSE	
392	下午	下午	xiàwǔ	tarde	Afternoon		下午	FALSE	
393	下雨	下雨	xiàyǔ	lluvia	rain		下雨	FALSE	
394	先	先	xiān	antes	before		先	FALSE	
395	先生	先生	xiānsheng	señor	Sir		先生	FALSE	
396	想	想	xiǎng	pensar	think		想	FALSE	
397	现在	現在	xiànzài	ahora	Now		现在	FALSE	
398	小	小	xiǎo	pequeño	Small		小	TRUE	
399	小孩儿	小孩兒	xiǎo háir	niño; niño	child; kid		小孩儿	FALSE	
400	小姐	小姐	xiǎojiě	extrañar	Miss		小姐	FALSE	
401	小时	小時	xiǎoshí	hora	hour		小时	FALSE	
402	小朋友	小朋友	xiǎo péng yǒu	niño; niño	child; kid		小朋友	FALSE	
403	小学	小學	xiǎo xué	escuela primaria; schoo de primaria	primary school; elementary schoo		小学	FALSE	
404	小学生	小學生	xiǎo xué shēng	estudiante de escuela primaria	elementary school student		小学生	FALSE	
405	笑	笑	xiào	reír	laugh		笑	FALSE	
406	写	寫	xiě	escribir	write		写	FALSE	
407	谢谢	謝謝	xièxie	gracias	Thank you		谢谢	FALSE	
408	新	新	xīn	nuevo	new		新	FALSE	
409	新年	新年	xīn nián	año nuevo	New Year		新年	FALSE	
410	星期	星期	xīngqī	semana	week		星期	FALSE	
411	星期日	星期日	xīng qī rì	domingo	Sunday		星期日	FALSE	
412	星期天	星期天	xīng qī tiān	domingo	Sunday		星期天	FALSE	
413	行	行	xíng	(xíng) está bien (háng) fila, línea	(xíng) that’s ok (háng) row, line		行	TRUE	
414	休息	休息	xiūxi	descansar	Rest		休息	FALSE	
415	学生	學生	xuésheng	alumno	Student		学生	FALSE	
416	学	學	xué	aprender; estudiar	learn; study		学	FALSE	
417	学习	學習	xuéxí	estudiar	Study		学习	FALSE	
418	学校	學校	xuéxiào	escuela	School		学校	FALSE	
419	学院	學院	xué yuàn	colega; academia	college; academy		学院	FALSE	
420	要（动）	要	yào	si; desear	if; want		要	TRUE	
421	爷爷	爺爺	yéye	abuelo	grandpa		爷爷	FALSE	
422	页	頁	yè	página	page		页	FALSE	
423	衣服	衣服	yīfu	ropa	clothes		衣服	FALSE	
424	也	也	yě	también	also		也	FALSE	
425	医生	醫生	yīshēng	doctor	Doctor		医生	FALSE	
426	医院	醫院	yīyuàn	hospital	Hospital		医院	FALSE	
427	一	一	yī	uno	One		一	FALSE	
